1323285772 1593 0
1323286097 1761 0
1323294585 1795 0
1323296945 1913 0
1323308075 2013 0
1323308253 2013 0
1323309254 2155 0
1323309319 2155 0
1323309456 2158 0
1323351882 2177 0
1323353744 2188 0
1323354757 2188 0
1323354981 2188 0
1323899546 2375 0
1324477763 3576 0
1324478081 3885 0
1324478171 3885 0
1324487084 3908 0
1324490237 3923 0
1324568397 4011 0
1324587939 4062 0
1324589240 4070 0
1325621413 4505 0
1325621837 4505 2
1325627385 5485 2
1325627570 5485 2
1325627654 5485 2
1325683599 5771 2
1325686546 5843 2
1325689292 6512 2
1325691163 6535 2
1325691926 6625 2
