1323285772 1 0
1323286097 2 0
1323294585 3 0
1323296945 4 0
1323308075 5 0
1323308253 6 0
1323309254 7 0
1323309319 8 0
1323309456 9 0
1323351882 10 0
1323353744 11 0
1323354757 12 0
1323354981 13 0
1323899546 14 0
1324477763 15 0
1324478081 16 0
1324478171 17 0
1324487084 18 0
1324490237 19 0
1324568397 20 0
1324587939 21 0
1324589240 22 0
1325621413 23 0
1325621837 23 1
1325627385 24 1
1325627570 25 1
1325627654 26 1
1325683599 27 1
1325686546 28 1
1325689292 29 1
1325691163 30 1
1325691926 31 1
